0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.022000000000001574e-01,4.993500000000000716e-01,3.789000000000000701e-01,3.014500000000000512e-01,2.481500000000000372e-01,2.097000000000000253e-01,1.809000000000000330e-01,1.585500000000000242e-01,1.407500000000000140e-01,1.263500000000000179e-01,1.144000000000000294e-01,1.044000000000000344e-01,9.590000000000002689e-02,8.860000000000002596e-02,8.230000000000002591e-02,7.675000000000002653e-02,7.185000000000002496e-02,6.750000000000001832e-02,6.360000000000001763e-02,6.015000000000000902e-02,5.700000000000000899e-02,5.410000000000000919e-02,5.150000000000001105e-02,4.910000000000001169e-02,4.690000000000001112e-02,4.490000000000000935e-02,4.300000000000001044e-02,4.125000000000000888e-02,3.965000000000001162e-02,3.810000000000000886e-02,3.670000000000001039e-02,3.535000000000000642e-02,3.410000000000000531e-02,3.290000000000000563e-02,3.175000000000000738e-02,3.065000000000000363e-02,2.965000000000000274e-02,2.865000000000000185e-02,2.770000000000000240e-02,2.675000000000000294e-02,2.585000000000000145e-02,2.500000000000000139e-02,2.415000000000000133e-02,2.330000000000000127e-02,2.245000000000000120e-02,2.165000000000000258e-02,2.080000000000000251e-02,3.850000000000000557e-03,0.000000000000000000e+00
0.000000000000000000e+00,7.995000000000000995e-01,6.339500000000001245e-01,5.156000000000000583e-01,4.334500000000000575e-01,3.713500000000000689e-01,3.238000000000000322e-01,2.864500000000000379e-01,2.562000000000000388e-01,2.315500000000000336e-01,2.109000000000000319e-01,1.935000000000000331e-01,1.786000000000000365e-01,1.657000000000000139e-01,1.544500000000000317e-01,1.445500000000000118e-01,1.357500000000000095e-01,1.279500000000000082e-01,1.209500000000000297e-01,1.146000000000000352e-01,1.088500000000000301e-01,1.036500000000000338e-01,9.885000000000002118e-02,9.445000000000002005e-02,9.040000000000002200e-02,8.665000000000001867e-02,8.320000000000002394e-02,7.995000000000002105e-02,7.695000000000001839e-02,7.410000000000002696e-02,7.145000000000002738e-02,6.895000000000002516e-02,6.660000000000002029e-02,6.440000000000002667e-02,6.225000000000001366e-02,6.025000000000001188e-02,5.835000000000001297e-02,5.650000000000000855e-02,5.470000000000001250e-02,5.300000000000001238e-02,5.130000000000001226e-02,4.965000000000001357e-02,4.805000000000000937e-02,4.645000000000001211e-02,4.485000000000000792e-02,4.325000000000001066e-02,4.165000000000000646e-02,7.750000000000001679e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.447500000000001119e-01,7.065500000000001224e-01,6.003000000000000558e-01,5.177000000000000490e-01,4.554000000000000825e-01,4.050500000000000766e-01,3.640000000000000457e-01,3.300000000000000711e-01,3.017500000000000737e-01,2.776000000000000689e-01,2.567500000000000338e-01,2.388000000000000400e-01,2.230500000000000260e-01,2.091500000000000303e-01,1.967500000000000360e-01,1.857500000000000262e-01,1.758000000000000396e-01,1.668000000000000316e-01,1.587000000000000355e-01,1.512500000000000233e-01,1.444500000000000228e-01,1.381500000000000228e-01,1.324000000000000177e-01,1.270500000000000240e-01,1.221000000000000280e-01,1.174500000000000266e-01,1.131500000000000283e-01,1.091000000000000303e-01,1.053000000000000325e-01,1.017000000000000265e-01,9.830000000000002625e-02,9.510000000000003173e-02,9.210000000000002907e-02,8.920000000000002927e-02,8.640000000000001845e-02,8.375000000000001887e-02,8.125000000000001665e-02,7.880000000000002280e-02,7.640000000000002345e-02,7.405000000000001859e-02,7.175000000000002209e-02,6.950000000000002010e-02,6.720000000000002360e-02,6.485000000000001874e-02,6.245000000000001245e-02,1.160000000000000267e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.718500000000001249e-01,7.533500000000001862e-01,6.572500000000001119e-01,5.802500000000001545e-01,5.172000000000001041e-01,4.669500000000000872e-01,4.249000000000000554e-01,3.892000000000000459e-01,3.587000000000000743e-01,3.323000000000000398e-01,3.096500000000000363e-01,2.896500000000000741e-01,2.719500000000000250e-01,2.561000000000000498e-01,2.420000000000000484e-01,2.293500000000000261e-01,2.178000000000000214e-01,2.073500000000000343e-01,1.977500000000000369e-01,1.890500000000000236e-01,1.810000000000000220e-01,1.735500000000000376e-01,1.666500000000000203e-01,1.602000000000000368e-01,1.542500000000000260e-01,1.487000000000000266e-01,1.434500000000000219e-01,1.385500000000000065e-01,1.339000000000000190e-01,1.295500000000000262e-01,1.254000000000000115e-01,1.214500000000000302e-01,1.177500000000000352e-01,1.141500000000000292e-01,1.107500000000000290e-01,1.074500000000000316e-01,1.043000000000000316e-01,1.012500000000000205e-01,9.825000000000003175e-02,9.530000000000002358e-02,9.240000000000002378e-02,8.945000000000002949e-02,8.645000000000002682e-02,8.330000000000002680e-02,1.550000000000000336e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.901500000000001078e-01,7.863500000000001044e-01,6.990000000000001767e-01,6.269500000000001183e-01,5.668500000000000760e-01,5.160000000000001252e-01,4.739500000000000934e-01,4.378500000000000725e-01,4.064000000000000945e-01,3.790000000000000591e-01,3.548000000000000598e-01,3.332500000000000462e-01,3.143500000000000738e-01,2.973000000000000642e-01,2.819000000000000394e-01,2.679500000000000215e-01,2.552000000000000379e-01,2.436000000000000387e-01,2.329500000000000459e-01,2.231500000000000428e-01,2.141000000000000403e-01,2.057000000000000217e-01,1.978500000000000258e-01,1.906000000000000194e-01,1.838000000000000189e-01,1.774000000000000299e-01,1.714000000000000246e-01,1.657500000000000362e-01,1.604000000000000148e-01,1.553500000000000159e-01,1.505500000000000171e-01,1.460000000000000187e-01,1.416500000000000259e-01,1.375000000000000111e-01,1.334500000000000131e-01,1.296000000000000207e-01,1.259000000000000119e-01,1.223000000000000337e-01,1.187500000000000361e-01,1.152000000000000246e-01,1.116500000000000270e-01,1.080000000000000265e-01,1.041500000000000342e-01,1.935000000000000261e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.035000000000001918e-01,8.109500000000001707e-01,7.312000000000001831e-01,6.634500000000000952e-01,6.063000000000000611e-01,5.573000000000001286e-01,5.147000000000000464e-01,4.785500000000000864e-01,4.469500000000000695e-01,4.189500000000000446e-01,3.940500000000000669e-01,3.718000000000000749e-01,3.517500000000000626e-01,3.336000000000000631e-01,3.173500000000000765e-01,3.025500000000000411e-01,2.889000000000000457e-01,2.764000000000000346e-01,2.649000000000000243e-01,2.542000000000000370e-01,2.443000000000000449e-01,2.351500000000000257e-01,2.266000000000000236e-01,2.186000000000000443e-01,2.110500000000000431e-01,2.040000000000000424e-01,1.973500000000000254e-01,1.910500000000000254e-01,1.851000000000000423e-01,1.794500000000000262e-01,1.741000000000000325e-01,1.689500000000000168e-01,1.640500000000000291e-01,1.593500000000000194e-01,1.548000000000000209e-01,1.504000000000000337e-01,1.461500000000000299e-01,1.420500000000000096e-01,1.379500000000000171e-01,1.338000000000000300e-01,1.295000000000000318e-01,1.249500000000000333e-01,2.325000000000000330e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.137000000000001787e-01,8.302000000000001600e-01,7.566000000000001613e-01,6.933000000000001384e-01,6.387000000000001565e-01,5.914000000000001478e-01,5.500500000000001499e-01,5.134500000000000730e-01,4.817500000000000671e-01,4.536500000000000532e-01,4.284000000000000585e-01,4.056500000000000661e-01,3.851000000000000534e-01,3.664000000000000590e-01,3.493000000000000549e-01,3.336000000000000631e-01,3.193500000000000782e-01,3.062000000000000277e-01,2.940000000000000391e-01,2.827000000000000624e-01,2.721500000000000585e-01,2.623000000000000331e-01,2.531000000000000472e-01,2.444500000000000284e-01,2.363000000000000378e-01,2.287000000000000421e-01,2.215000000000000302e-01,2.146500000000000352e-01,2.081500000000000294e-01,2.020000000000000406e-01,1.961000000000000243e-01,1.905000000000000304e-01,1.851000000000000423e-01,1.799000000000000321e-01,1.748500000000000332e-01,1.700000000000000122e-01,1.652500000000000357e-01,1.606000000000000205e-01,1.558500000000000163e-01,1.510000000000000231e-01,1.458000000000000129e-01,2.710000000000000256e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.217500000000001803e-01,8.456000000000001293e-01,7.776000000000001799e-01,7.180000000000000826e-01,6.657500000000000639e-01,6.203500000000000680e-01,5.801000000000000600e-01,5.443500000000001116e-01,5.123000000000000886e-01,4.840500000000000913e-01,4.588000000000000966e-01,4.358000000000000762e-01,4.149000000000000465e-01,3.957500000000000462e-01,3.782500000000000862e-01,3.621000000000000885e-01,3.472000000000000641e-01,3.334000000000000297e-01,3.206500000000000461e-01,3.088000000000000744e-01,2.977500000000000702e-01,2.874000000000000443e-01,2.777000000000000579e-01,2.685500000000000664e-01,2.599000000000000199e-01,2.517500000000000293e-01,2.440500000000000447e-01,2.367000000000000492e-01,2.297500000000000375e-01,2.231000000000000483e-01,2.168000000000000205e-01,2.107000000000000262e-01,2.048500000000000321e-01,1.992000000000000437e-01,1.937000000000000388e-01,1.884000000000000397e-01,1.831500000000000350e-01,1.779000000000000303e-01,1.725000000000000144e-01,1.666500000000000203e-01,3.100000000000000325e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.283500000000001195e-01,8.583000000000001739e-01,7.949500000000001565e-01,7.388000000000001233e-01,6.891000000000001569e-01,6.451500000000001123e-01,6.061000000000000831e-01,5.712000000000001521e-01,5.397500000000000631e-01,5.112500000000000933e-01,4.857500000000000706e-01,4.628000000000001002e-01,4.417000000000000925e-01,4.223500000000000587e-01,4.045000000000000817e-01,3.880000000000000671e-01,3.727500000000000813e-01,3.585500000000000353e-01,3.453500000000000458e-01,3.329500000000000792e-01,3.214000000000000745e-01,3.106500000000000372e-01,3.005000000000000449e-01,2.909500000000000419e-01,2.819000000000000394e-01,2.733500000000000374e-01,2.652000000000000468e-01,2.574500000000000677e-01,2.500500000000000500e-01,2.430000000000000493e-01,2.362500000000000433e-01,2.297500000000000375e-01,2.235000000000000320e-01,2.174500000000000322e-01,2.115000000000000213e-01,2.057000000000000217e-01,1.999000000000000221e-01,1.939500000000000390e-01,1.874500000000000333e-01,3.485000000000000597e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
