0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6857000000000001,0.4815000000000001,0.36200000000000004,0.28570000000000007,0.23340000000000002,0.19575000000000004,0.16750000000000004,0.14550000000000002,0.12795,0.11360000000000003,0.10165000000000003,0.09145000000000003,0.08260000000000002,0.07480000000000002,0.06780000000000003,0.06145000000000001,0.05555000000000001,0.009950000000000002,0.0
0.0,0.7869500000000001,0.6180500000000001,0.4990000000000001,0.41670000000000007,0.35475000000000007,0.30720000000000003,0.27,0.23970000000000005,0.21475000000000002,0.19385000000000002,0.17590000000000003,0.16035000000000002,0.1466,0.13405000000000003,0.12230000000000003,0.11110000000000003,0.019950000000000002,0.0,0.0
0.0,0.8340000000000002,0.6920500000000002,0.5841500000000001,0.5010000000000001,0.43790000000000007,0.38720000000000004,0.34575000000000006,0.31120000000000003,0.28215000000000007,0.25735,0.23565000000000003,0.21635000000000004,0.19910000000000003,0.18270000000000003,0.16665000000000002,0.029950000000000004,0.0,0.0,0.0
0.0,0.8620500000000002,0.7396000000000001,0.6413500000000001,0.5631500000000002,0.49940000000000007,0.4478000000000001,0.4050500000000001,0.36850000000000005,0.3370000000000001,0.30950000000000005,0.28515000000000007,0.26320000000000005,0.24270000000000003,0.22220000000000004,0.039950000000000006,0.0,0.0,0.0,0.0
0.0,0.8809000000000001,0.7731000000000001,0.6834000000000001,0.6095500000000001,0.5482000000000001,0.49640000000000006,0.4524000000000001,0.4150500000000001,0.38220000000000004,0.3530500000000001,0.32655000000000006,0.30230000000000007,0.27775000000000005,0.04995000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.8945500000000002,0.7979500000000002,0.7154500000000001,0.6457000000000002,0.5869000000000001,0.5363000000000001,0.49240000000000006,0.4539500000000001,0.4200000000000001,0.3894000000000001,0.3616000000000001,0.33330000000000004,0.05995000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9048000000000002,0.8171500000000002,0.7408000000000001,0.6751000000000001,0.6182500000000001,0.5691,0.5258,0.4872000000000001,0.45250000000000007,0.4206000000000001,0.3888500000000001,0.06995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9128000000000002,0.8324500000000001,0.7612000000000001,0.6989500000000001,0.6445000000000001,0.5963,0.5535500000000001,0.5151000000000001,0.47930000000000006,0.4444000000000001,0.07995000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9192000000000001,0.8448000000000001,0.7780500000000001,0.7189000000000001,0.6664000000000001,0.6195500000000002,0.57715,0.5378000000000001,0.4999500000000001,0.08995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9244500000000002,0.8548500000000001,0.7920000000000001,0.7355500000000001,0.6848500000000001,0.6387500000000002,0.5961500000000001,0.5555500000000001,0.09995000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9288000000000002,0.8632000000000002,0.8035000000000001,0.7493000000000001,0.6999000000000001,0.6542500000000001,0.6111000000000001,0.10995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9325000000000002,0.8701500000000002,0.8130000000000002,0.7606500000000002,0.7122000000000002,0.6666500000000001,0.11995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9356000000000002,0.8760000000000001,0.8210000000000002,0.7700000000000001,0.7222000000000002,0.12995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9383000000000001,0.8809500000000001,0.8277000000000001,0.7777500000000002,0.13995000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9406500000000002,0.8852000000000002,0.8333000000000002,0.14995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9426500000000002,0.8888500000000001,0.15995000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9444000000000001,0.16995000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.17995000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
