0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7022000000000002,0.7995000000000001,0.8447500000000001,0.8718500000000001,0.8901500000000001,0.9035000000000002,0.9137000000000002,0.9217500000000002,0.9283500000000001,0.9338500000000002,0.9385000000000001,0.9425000000000001,0.9459500000000002,0.9490000000000002,0.9516500000000002,0.9540500000000002,0.9562000000000002,0.9581500000000002,0.9599000000000002,0.9615000000000001,0.9630000000000002,0.9643000000000002,0.9655500000000001,0.9667000000000002,0.9677500000000002,0.9687000000000002,0.9696000000000001,0.9704500000000001,0.9712500000000002,0.9719500000000002,0.9726500000000001,0.9733000000000002,0.9739000000000002,0.9744500000000001,0.9749500000000002,0.9754500000000002,0.9759000000000002,0.9763500000000002,0.9767500000000002,0.9771000000000002,0.9774500000000002,0.9778000000000002,0.9781000000000002,0.9784000000000002,0.9786500000000001,0.9789000000000002,0.9791500000000002,0.18610000000000002,0.0
0.0,0.49935000000000007,0.6339500000000001,0.7065500000000001,0.7533500000000002,0.7863500000000001,0.8109500000000002,0.8302000000000002,0.8456000000000001,0.8583000000000002,0.8689500000000001,0.8780000000000001,0.8858000000000001,0.8926500000000002,0.8986500000000002,0.9039500000000001,0.9087000000000002,0.9130000000000001,0.9168500000000002,0.9203500000000001,0.9235500000000002,0.9265000000000002,0.9292000000000001,0.9316500000000002,0.9339500000000002,0.9361000000000002,0.9380500000000002,0.9398500000000002,0.9415500000000002,0.9431500000000002,0.9446000000000002,0.9460000000000002,0.9472500000000001,0.9484500000000001,0.9495500000000001,0.9506000000000002,0.9516000000000002,0.9525000000000001,0.9533500000000001,0.9541000000000002,0.9548500000000002,0.9555500000000001,0.9561500000000002,0.9567500000000002,0.9573000000000002,0.9578500000000002,0.9583000000000002,0.18220000000000003,0.0,0.0
0.0,0.37890000000000007,0.5156000000000001,0.6003000000000001,0.6572500000000001,0.6990000000000002,0.7312000000000002,0.7566000000000002,0.7776000000000002,0.7949500000000002,0.8096500000000001,0.8223000000000001,0.8332500000000002,0.8429000000000001,0.8514500000000002,0.8590500000000002,0.8658500000000001,0.8720000000000001,0.8775500000000002,0.8826500000000002,0.8872500000000002,0.8915500000000002,0.8954500000000002,0.8990500000000001,0.9024000000000002,0.9055000000000002,0.9084000000000002,0.9111000000000001,0.9136000000000002,0.9159500000000002,0.9181500000000001,0.9201500000000001,0.9220500000000001,0.9238500000000002,0.9254500000000002,0.9270000000000002,0.9284500000000002,0.9297500000000002,0.9310000000000002,0.9321500000000001,0.9332000000000001,0.9342000000000001,0.9351000000000002,0.9359500000000002,0.9367500000000002,0.9374500000000001,0.17835000000000004,0.0,0.0,0.0
0.0,0.30145000000000005,0.43345000000000006,0.5177,0.5802500000000002,0.6269500000000001,0.6634500000000001,0.6933000000000001,0.7180000000000001,0.7388000000000001,0.7565000000000002,0.7720000000000001,0.7854500000000001,0.7973500000000001,0.8079500000000002,0.8174500000000001,0.8259500000000002,0.8337000000000001,0.8407000000000001,0.8471500000000002,0.8530500000000002,0.8584500000000002,0.8634500000000002,0.8681000000000002,0.8723500000000002,0.8763500000000002,0.8800500000000001,0.8835500000000002,0.8867500000000001,0.8898000000000001,0.8926000000000002,0.8952500000000002,0.8977500000000002,0.9000500000000001,0.9022000000000001,0.9042000000000001,0.9060500000000001,0.9077500000000002,0.9093500000000002,0.9108500000000002,0.9122000000000001,0.9134500000000002,0.9146000000000002,0.9156500000000002,0.9166500000000002,0.17445000000000002,0.0,0.0,0.0,0.0
0.0,0.24815000000000004,0.37135000000000007,0.4554000000000001,0.5172000000000001,0.5668500000000001,0.6063000000000001,0.6387000000000002,0.6657500000000001,0.6891000000000002,0.7092000000000002,0.7267000000000001,0.7421000000000001,0.7557500000000001,0.7680500000000001,0.7791000000000001,0.7890500000000001,0.7980500000000001,0.8063500000000001,0.8139500000000002,0.8209000000000002,0.8273000000000001,0.8332500000000002,0.8388000000000001,0.8439000000000001,0.8486500000000001,0.8531000000000002,0.8572500000000002,0.8611500000000002,0.8647500000000001,0.8682000000000002,0.8713500000000002,0.8743500000000002,0.8771500000000002,0.8797500000000001,0.8822000000000002,0.8844000000000002,0.8865000000000002,0.8884000000000002,0.8901500000000001,0.8917500000000002,0.8932500000000002,0.8946000000000002,0.8958000000000002,0.17060000000000003,0.0,0.0,0.0,0.0,0.0
0.0,0.20970000000000003,0.32380000000000003,0.4050500000000001,0.4669500000000001,0.5160000000000001,0.5573000000000001,0.5914000000000001,0.6203500000000001,0.6451500000000001,0.6666500000000001,0.6859000000000001,0.7028500000000001,0.7179500000000001,0.7315000000000002,0.7437000000000001,0.7548500000000001,0.7650500000000001,0.7743500000000001,0.7829000000000002,0.7907500000000002,0.7980500000000001,0.8048000000000002,0.8111000000000002,0.8169500000000002,0.8224000000000001,0.8275000000000001,0.8322500000000002,0.8367000000000001,0.8409000000000002,0.8448000000000001,0.8484500000000001,0.8519000000000001,0.8551500000000002,0.8581500000000002,0.8609500000000001,0.8635000000000002,0.8658500000000001,0.8680500000000001,0.8700500000000001,0.8718500000000001,0.8735000000000002,0.8749500000000001,0.16670000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.18090000000000003,0.28645000000000004,0.36400000000000005,0.42490000000000006,0.4739500000000001,0.5147,0.5500500000000001,0.5801000000000001,0.6061000000000001,0.6289500000000001,0.6491000000000001,0.6670000000000001,0.6833000000000001,0.6980000000000002,0.7112500000000002,0.7233500000000002,0.7344000000000002,0.7445000000000002,0.7539000000000001,0.7625500000000002,0.7706000000000002,0.7780500000000001,0.7849500000000001,0.7914500000000001,0.7975000000000001,0.8031500000000001,0.8084500000000001,0.8134000000000001,0.8180500000000002,0.8224500000000001,0.8265500000000001,0.8304000000000001,0.8340000000000002,0.8373500000000001,0.8404500000000001,0.8433000000000002,0.8459000000000001,0.8482500000000002,0.8504500000000002,0.8524000000000002,0.8541500000000002,0.16285000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15855000000000002,0.25620000000000004,0.33000000000000007,0.38920000000000005,0.4378500000000001,0.4785500000000001,0.5134500000000001,0.5443500000000001,0.5712000000000002,0.5948500000000001,0.6159000000000001,0.6347500000000001,0.6517000000000002,0.6670000000000001,0.6812000000000001,0.6940500000000002,0.7059000000000001,0.7167500000000001,0.7268000000000001,0.7361000000000001,0.7447000000000001,0.7528000000000001,0.7603000000000001,0.7673000000000001,0.7739000000000001,0.7800000000000001,0.7857500000000002,0.7912000000000001,0.7963000000000001,0.8010500000000002,0.8055000000000001,0.8097000000000002,0.8136500000000001,0.8173000000000001,0.8206500000000001,0.8237000000000001,0.8265000000000001,0.8290000000000002,0.8313000000000001,0.8333000000000002,0.15895000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14075000000000001,0.23155000000000003,0.3017500000000001,0.3587000000000001,0.4064000000000001,0.44695000000000007,0.48175000000000007,0.5123000000000001,0.5397500000000001,0.5640000000000001,0.5856500000000001,0.6051000000000001,0.6227500000000001,0.6388000000000001,0.6534000000000001,0.6668000000000002,0.6793000000000001,0.6908000000000001,0.7014000000000001,0.7112500000000002,0.7204500000000001,0.7289500000000001,0.7369500000000001,0.7444500000000002,0.7514500000000002,0.7580500000000001,0.7642000000000001,0.7700000000000001,0.7754500000000001,0.7805500000000002,0.7853500000000001,0.7898500000000002,0.7940500000000001,0.7979000000000002,0.8014500000000001,0.8046500000000001,0.8075500000000001,0.8101500000000001,0.8124500000000001,0.15510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12635000000000002,0.21090000000000003,0.27760000000000007,0.33230000000000004,0.37900000000000006,0.41895000000000004,0.45365000000000005,0.4840500000000001,0.5112500000000001,0.53595,0.55805,0.5779500000000001,0.5960500000000001,0.6126000000000001,0.6277500000000001,0.6417000000000002,0.6545000000000001,0.6664500000000001,0.6775500000000001,0.6879000000000001,0.6975000000000001,0.7065000000000001,0.7149000000000001,0.7227500000000001,0.7301500000000001,0.7371000000000001,0.7436000000000001,0.7497500000000001,0.7555000000000002,0.7609000000000001,0.7659500000000001,0.7707000000000002,0.7751500000000001,0.7791500000000001,0.7828500000000002,0.7861000000000001,0.7890500000000001,0.7916500000000002,0.15120000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11440000000000003,0.19350000000000003,0.25675000000000003,0.30965000000000004,0.35480000000000006,0.39405000000000007,0.42840000000000006,0.4588000000000001,0.48575000000000007,0.5102500000000001,0.5327000000000001,0.55295,0.5714500000000001,0.5883000000000002,0.6038500000000001,0.6182000000000001,0.6314500000000001,0.6437000000000002,0.6551000000000001,0.6658500000000002,0.6759000000000002,0.6852500000000001,0.6940000000000002,0.7022000000000002,0.7099000000000001,0.7171500000000002,0.7239500000000001,0.7304000000000002,0.7364000000000002,0.7420500000000001,0.7473000000000002,0.7523000000000001,0.7568500000000001,0.7609500000000001,0.7646500000000002,0.7679000000000001,0.7708000000000002,0.14730000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10440000000000003,0.17860000000000004,0.23880000000000004,0.2896500000000001,0.33325000000000005,0.3718000000000001,0.40565000000000007,0.4358000000000001,0.4628000000000001,0.4870500000000001,0.5093500000000001,0.5299,0.5486000000000001,0.5657500000000001,0.5816000000000001,0.5962000000000001,0.6098000000000001,0.6224000000000001,0.6341500000000001,0.6451000000000001,0.6553500000000001,0.6650500000000001,0.6741500000000001,0.6826500000000001,0.6906500000000001,0.6981500000000002,0.7052000000000002,0.7118000000000001,0.7180500000000001,0.7239000000000001,0.7293500000000002,0.7344500000000002,0.7390500000000001,0.7431500000000001,0.7468000000000001,0.7499500000000001,0.14345000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09590000000000003,0.16570000000000001,0.22305000000000003,0.27195,0.3143500000000001,0.35175000000000006,0.38510000000000005,0.41490000000000005,0.4417000000000001,0.4660000000000001,0.4880000000000001,0.5084500000000001,0.5274000000000001,0.5447500000000001,0.5608000000000001,0.5756500000000001,0.5894500000000001,0.60235,0.6143500000000001,0.6256000000000002,0.6360500000000001,0.6459000000000001,0.6552500000000001,0.6640000000000001,0.6722000000000001,0.6799500000000002,0.6872000000000001,0.6940500000000002,0.7004000000000001,0.7064000000000001,0.7120000000000001,0.7171000000000001,0.7216500000000001,0.7256500000000001,0.7291500000000001,0.13955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
